Source,Target
BE0042,BE0140
BE0042,BE0003
BE0043,BE0025
BE0043,BE0178
BE0044,BE0083
BE0044,BE0282
BE0045,BE0187
BE0045,BE0170
BE0046,BE0047
BE0046,BE0286
BE0047,BE0123
BE0048,BE0295
BE0048,BE0296
BE0049,BE0064
BE0049,BE0063
BE0049,BE0087
BE0050,BE0299
BE0051,BE0066
BE0051,BE0067
BE0051,BE0032
BE0051,BE0258
BE0052,BE0151
BE0053,BE0012
BE0053,BE0178
BE0054,BE0140
BE0054,BE0138
BE0055,BE0070
BE0056,BE0120
BE0056,BE0005
BE0057,BE0068
BE0057,BE0012
BE0057,BE0316
BE0058,BE0115
BE0058,BE0092
BE0059,BE0120
BE0059,BE0024
BE0059,BE0022
BE0059,BE0021
BE0060,BE0061
BE0060,BE0073
BE0060,BE0319
BE0061,BE0057
BE0061,BE0068
BE0062,BE0079
BE0063,BE0049
BE0063,BE0064
BE0063,BE0087
BE0063,BE0221
BE0064,BE0063
BE0064,BE0098
BE0064,BE0087
BE0064,BE0325
BE0065,BE0021
BE0065,BE0209
BE0065,BE0023
BE0065,BE0326
BE0065,BE0327
BE0066,BE0151
BE0066,BE0032
BE0066,BE0096
BE0066,BE0011
BE0066,BE0017
BE0067,BE0066
BE0067,BE0032
BE0067,BE0151
BE0067,BE0051
BE0067,BE0034
BE0067,BE0258
BE0068,BE0116
BE0068,BE0061
BE0070,BE0313
BE0070,BE0044
BE0070,BE0112
BE0070,BE0124
BE0070,BE0060
BE0071,BE0116
BE0071,BE0180
BE0071,BE0119
BE0071,BE0255
BE0073,BE0019
BE0073,BE0061
BE0073,BE0075
BE0074,BE0202
BE0074,BE0020
BE0075,BE0060
BE0077,BE0070
BE0078,BE0106
BE0078,BE0108
BE0078,BE0299
BE0078,BE0183
BE0078,BE0109
BE0079,BE0343
BE0079,BE0187
BE0079,BE0106
BE0080,BE0113
BE0080,BE0345
BE0080,BE0083
BE0080,BE0346
BE0081,BE0348
BE0081,BE0349
BE0081,BE0086
BE0082,BE0351
BE0082,BE0352
BE0082,BE0353
BE0083,BE0044
BE0083,BE0080
BE0083,BE0355
BE0084,BE0082
BE0084,BE0086
BE0086,BE0345
BE0086,BE0082
BE0086,BE0352
BE0086,BE0081
BE0087,BE0049
BE0087,BE0064
BE0087,BE0063
BE0088,BE0029
BE0088,BE0362
BE0090,BE0018
BE0091,BE0059
BE0091,BE0031
BE0091,BE0030
BE0092,BE0093
BE0092,BE0012
BE0093,BE0092
BE0096,BE0299
BE0096,BE0061
BE0097,BE0105
BE0097,BE0170
BE0097,BE0187
BE0097,BE0006
BE0098,BE0093
BE0098,BE0377
BE0099,BE0097
BE0099,BE0103
BE0099,BE0142
BE0099,BE0187
BE0099,BE0170
BE0100,BE0101
BE0100,BE0378
BE0101,BE0100
BE0101,BE0378
BE0102,BE0026
BE0102,BE0054
BE0103,BE0017
BE0103,BE0381
BE0103,BE0096
BE0104,BE0382
BE0104,BE0383
BE0104,BE0186
BE0104,BE0170
BE0105,BE0170
BE0105,BE0011
BE0105,BE0052
BE0106,BE0035
BE0106,BE0108
BE0106,BE0078
BE0106,BE0024
BE0106,BE0030
BE0107,BE0256
BE0107,BE0108
BE0107,BE0041
BE0107,BE0033
BE0107,BE0078
BE0108,BE0078
BE0108,BE0106
BE0108,BE0388
BE0109,BE0059
BE0110,BE0035
BE0111,BE0335
BE0112,BE0404
BE0112,BE0070
BE0112,BE0168
BE0112,BE0124
BE0113,BE0044
BE0113,BE0355
BE0113,BE0080
BE0114,BE0337
BE0114,BE0115
BE0116,BE0119
BE0116,BE0013
BE0116,BE0071
BE0116,BE0180
BE0117,BE0316
BE0117,BE0011
BE0118,BE0092
BE0119,BE0116
BE0119,BE0071
BE0119,BE0180
BE0119,BE0013
BE0120,BE0312
BE0120,BE0056
BE0120,BE0059
BE0121,BE0122
BE0121,BE0048
BE0121,BE0005
BE0122,BE0008
BE0122,BE0121
BE0122,BE0049
BE0123,BE0291
BE0123,BE0047
BE0124,BE0112
BE0124,BE0070
