Source,Target
BE0039,BE0037
BE0039,BE0164
BE0040,BE0003
BE0040,BE0078
BE0040,BE0042
BE0040,BE0157
BE0040,BE0125
BE0040,BE0027
BE0041,BE0028
BE0042,BE0040
BE0042,BE0114
BE0042,BE0078
BE0042,BE0003
BE0043,BE0040
BE0043,BE0102
BE0044,BE0282
BE0045,BE0134
BE0046,BE0004
BE0047,BE0291
BE0047,BE0292
BE0047,BE0293
BE0047,BE0123
BE0048,BE0295
BE0048,BE0296
BE0048,BE0297
BE0049,BE0064
BE0049,BE0063
BE0049,BE0087
BE0049,BE0298
BE0050,BE0299
BE0051,BE0097
BE0051,BE0034
BE0051,BE0067
BE0051,BE0300
BE0051,BE0258
BE0052,BE0171
BE0053,BE0012
BE0053,BE0306
BE0054,BE0003
BE0054,BE0040
BE0054,BE0042
BE0054,BE0138
BE0054,BE0307
BE0055,BE0311
BE0056,BE0059
BE0056,BE0312
BE0056,BE0120
BE0056,BE0020
BE0057,BE0068
BE0057,BE0012
BE0057,BE0115
BE0057,BE0314
BE0057,BE0152
BE0057,BE0315
BE0059,BE0317
BE0059,BE0318
BE0059,BE0032
BE0059,BE0109
BE0059,BE0212
BE0059,BE0022
BE0060,BE0061
BE0060,BE0073
BE0060,BE0319
BE0060,BE0191
BE0061,BE0060
BE0061,BE0057
BE0061,BE0151
BE0062,BE0079
BE0062,BE0038
BE0063,BE0049
BE0063,BE0064
BE0063,BE0098
BE0063,BE0087
BE0063,BE0324
BE0063,BE0298
BE0064,BE0063
BE0064,BE0098
BE0064,BE0087
BE0064,BE0325
BE0065,BE0021
BE0065,BE0326
BE0065,BE0327
BE0066,BE0151
BE0066,BE0032
BE0066,BE0096
BE0066,BE0011
BE0067,BE0137
BE0067,BE0184
BE0067,BE0066
BE0067,BE0032
BE0067,BE0151
BE0067,BE0330
BE0067,BE0051
BE0067,BE0258
BE0068,BE0116
BE0068,BE0061
BE0070,BE0313
BE0070,BE0044
BE0070,BE0083
BE0070,BE0335
BE0070,BE0112
BE0070,BE0124
BE0070,BE0060
BE0070,BE0111
BE0071,BE0119
BE0071,BE0255
BE0072,BE0337
BE0072,BE0157
BE0072,BE0040
BE0073,BE0060
BE0073,BE0019
BE0073,BE0075
BE0074,BE0202
BE0075,BE0197
BE0075,BE0060
BE0077,BE0188
BE0077,BE0031
BE0077,BE0070
BE0077,BE0195
BE0077,BE0036
BE0078,BE0106
BE0078,BE0108
BE0078,BE0229
BE0078,BE0033
BE0078,BE0341
BE0078,BE0167
BE0078,BE0299
BE0078,BE0183
BE0079,BE0062
BE0079,BE0322
BE0079,BE0342
BE0080,BE0113
BE0080,BE0344
BE0080,BE0345
BE0080,BE0083
BE0080,BE0346
BE0081,BE0348
BE0082,BE0351
BE0082,BE0044
BE0083,BE0044
BE0083,BE0080
BE0083,BE0111
BE0084,BE0356
BE0084,BE0082
BE0084,BE0086
BE0085,BE0357
BE0086,BE0345
BE0086,BE0082
BE0086,BE0360
BE0086,BE0081
BE0087,BE0041
BE0087,BE0277
BE0087,BE0107
BE0088,BE0029
BE0089,BE0202
BE0090,BE0368
BE0090,BE0018
BE0091,BE0031
BE0091,BE0106
BE0091,BE0030
BE0092,BE0118
BE0092,BE0160
BE0092,BE0093
BE0092,BE0012
BE0093,BE0092
BE0094,BE0201
BE0094,BE0370
BE0096,BE0299
BE0096,BE0006
BE0097,BE0099
BE0097,BE0103
BE0097,BE0097
BE0098,BE0093
BE0099,BE0103
BE0100,BE0101
BE0101,BE0100
BE0101,BE0111
BE0102,BE0026
BE0102,BE0166
BE0103,BE0380
BE0104,BE0382
BE0104,BE0383
BE0104,BE0017
BE0104,BE0170
BE0105,BE0384
BE0106,BE0035
BE0106,BE0385
BE0106,BE0386
BE0106,BE0078
BE0106,BE0030
BE0106,BE0387
BE0107,BE0256
BE0107,BE0108
BE0108,BE0131
BE0108,BE0078
BE0108,BE0106
BE0108,BE0393
BE0108,BE0107
BE0108,BE0357
BE0109,BE0394
BE0109,BE0395
BE0109,BE0396
BE0110,BE0077
BE0110,BE0260
BE0110,BE0059
BE0111,BE0379
BE0113,BE0346
BE0113,BE0080
BE0114,BE0194
BE0114,BE0407
BE0114,BE0408
BE0114,BE0410
BE0115,BE0411
BE0116,BE0119
BE0116,BE0013
BE0116,BE0071
BE0116,BE0180
BE0117,BE0196
BE0118,BE0116
BE0118,BE0098
BE0118,BE0092
BE0119,BE0116
BE0119,BE0071
BE0119,BE0180
BE0119,BE0013
BE0120,BE0312
BE0120,BE0056
BE0120,BE0059
BE0120,BE0083
BE0120,BE0020
BE0120,BE0079
BE0121,BE0420
BE0121,BE0421
BE0123,BE0291
BE0123,BE0293
BE0124,BE0422
