Source,Target
BE0090,BE0035
BE0090,BE0196
BE0091,BE0031
BE0091,BE0036
BE0091,BE0030
BE0092,BE0093
BE0092,BE0012
BE0093,BE0092
BE0096,BE0097
BE0096,BE0170
BE0096,BE0117
BE0096,BE0099
BE0096,BE0006
BE0097,BE0099
BE0097,BE0096
BE0097,BE0374
BE0097,BE0126
BE0098,BE0093
BE0098,BE0092
BE0099,BE0096
BE0099,BE0097
BE0099,BE0103
BE0100,BE0101
BE0100,BE0378
BE0101,BE0100
BE0101,BE0378
BE0102,BE0026
BE0102,BE0054
BE0102,BE0003
BE0102,BE0042
BE0103,BE0017
BE0103,BE0190
BE0104,BE0383
BE0104,BE0017
BE0104,BE0170
BE0105,BE0011
BE0105,BE0052
BE0106,BE0035
BE0106,BE0108
BE0106,BE0078
BE0106,BE0024
BE0107,BE0256
BE0107,BE0108
BE0107,BE0033
BE0108,BE0131
BE0108,BE0078
BE0108,BE0106
BE0108,BE0393
BE0108,BE0107
BE0108,BE0388
BE0109,BE0093
BE0110,BE0035
BE0110,BE0260
BE0110,BE0397
BE0110,BE0398
BE0111,BE0044
BE0111,BE0335
BE0111,BE0401
BE0112,BE0402
BE0112,BE0403
BE0112,BE0404
BE0112,BE0070
BE0112,BE0168
BE0112,BE0055
BE0113,BE0346
BE0113,BE0044
BE0113,BE0080
BE0113,BE0405
BE0113,BE0406
BE0114,BE0337
BE0114,BE0337
BE0115,BE0411
BE0115,BE0413
BE0116,BE0119
BE0116,BE0013
BE0116,BE0071
BE0116,BE0180
BE0117,BE0415
BE0117,BE0316
BE0118,BE0092
BE0119,BE0116
BE0119,BE0071
BE0119,BE0180
BE0119,BE0056
BE0120,BE0312
BE0120,BE0056
BE0121,BE0420
BE0121,BE0122
BE0121,BE0097
BE0122,BE0008
BE0122,BE0048
BE0123,BE0291
BE0123,BE0047
BE0123,BE0286
BE0123,BE0292
BE0123,BE0293
BE0123,BE0046
BE0124,BE0112
BE0124,BE0070
BE0124,BE0168
BE0125,BE0016
BE0125,BE0275
